,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Tweet After Cleansing
11297,1,0,0,1,0,1,0,0,0,0,0,1,kl terjadi disinisaatnya kita usir cina dr negri inikecuali cina patriotis kaya gw
11298,0,1,0,0,0,0,0,0,0,0,0,0,r fie ban motorku bocor nih gimana nanti aku pulang makanya pakek ini anti kerut anti bocor charm body fit chaaaaarrrmmmm sarap
11299,0,0,0,0,0,0,0,0,0,0,0,0,di tl gua gada yg dapet tiket terus ribuan tiket bisa full booked tuh siapa tuyul
11300,0,1,0,0,0,0,0,0,0,0,0,0, hadeuhh malah pura bloon capek deh
11301,0,0,0,0,0,0,0,0,0,0,0,0, anyway mandangkan semalam ada orang back up sangat golongan elit dan kutuk orang yang voice out the unfairness from the ric
11302,0,0,0,0,0,0,0,0,0,0,0,0, efek aseng 
11304,1,1,1,0,0,0,0,0,1,1,0,0,apa apa eh loe boca agama tau aturan tuhan dimana goblok dungu otak penuh tai sepei onta
11305,0,0,0,0,0,0,0,0,0,0,0,0,sementara satu pintu antrean ratarata hanya bisa menampung sekitar penonton dengan pengawasan dari empat petugas keamanan rabu kedanim
11306,0,0,0,0,0,0,0,0,0,0,0,0, ndak cacat dalam aian bagaimana it leaves scars on you but you can still heal from it kalau kamu merasa itu mengganggumu dalam berelasi dgn orang lain termasuk pasangan please see a psychologist konsul lah dan terapi ya
11307,0,0,0,0,0,0,0,0,0,0,0,0,di indonesia belum pernah lihat orang ateis disini banyak culture shock menganggap tuhan itu tidak ada mereka juga menganggap agama hanya akan menjadi batasan bagi kebebasan masyarakat
11308,1,0,1,0,0,0,0,0,1,1,0,0, ini kehebatan dlm merusak bangsa 
11309,1,1,1,0,0,0,0,0,1,1,0,0, mls lu bau bandot
11310,0,0,0,0,0,0,0,0,0,0,0,0, tkw tkl tki belom disebut mbak ini gak cm ke negara tujuan kayak arab misal keluarga majikan jalan jalan ke amerika kita bs di ajak mbak heheehe 
11311,0,1,0,0,0,0,0,0,0,0,0,0, pengen ngentot kmu dong
11312,1,0,1,0,0,0,0,0,1,1,0,0, pengen cepat pilpres neh biar tenang negara ini tanpa gaduh gantipresiden
11313,1,0,1,0,0,0,0,0,1,1,0,0, cocoknya jadi pawang kuda terlihat bagaimana kudakuda itu kala disentuhnya
11314,0,0,0,0,0,0,0,0,0,0,0,0,menangkal paham radikal yang banyak beredar di masyarakat membutuhkan dukungan sejumlah elemen tak terkecuali para penyuluh agama penyuluh agama diharapkan juga ikut berperan dalam menghalau berkembangnya paham radikal
11315,1,0,1,0,0,0,0,0,1,1,0,0,ormas yg tidak boleh dibubarkan oleh perppu karena ylbhi menganggap jokowi adalah pemimpin otoriter
11316,1,0,0,1,0,0,0,0,1,0,1,0,dalang demo kmren kelompok yg anti jokowi manfaatkan isu pki meraih simpati umat islam tuk menyerang pemerintahan lagu lama bang
11317,0,0,0,0,0,0,0,0,0,0,0,0,kenapa berkata asu dibilang mengumpat dan kasar bukannya asu salah satu hewan piaraan yg lucu dan ngemesin nek ra iso eek we ws tak pelihara
11318,0,0,0,0,0,0,0,0,0,0,0,0, ga usah sok ngomong ekonomi dah kl bos kalian aja masih nunggak gaji karyawan buat ngangkut kader ketempat acara ga mampu bayar caeran angkot si bayar listrik pun nunggak beresin dulu ekonomi kalian ekonom
11320,0,0,0,0,0,0,0,0,0,0,0,0, bioskop bocah poni lempar malah ngancem udah kami g mau berantem panggil secur
11321,1,1,1,0,0,0,0,0,1,1,0,0,hampir tiap hari stalk dia ntah la dari form ndak pandai stop bangkai
11322,0,0,0,0,0,0,0,0,0,0,0,0,yg mana di sekolah katolik tak pernah ada gw klo ketemu teman yg smpnya di katolik terbagus itu minder abis
11323,1,0,0,1,1,0,0,0,0,0,1,0,agama tak bisa jadi pemersatu bangsa agama mbangun manusia yg sadar akan bangsa tak mungkin dgn nyembah allah swt
11324,0,0,0,0,0,0,0,0,0,0,0,0,lalu setelah googling aku mengetahui fakta bahwa pake wig buat perempuan yahudi yg sudah menikah sama halnya dengan muslimah yg pakai hijab untuk menutup aurat
11325,0,1,0,0,0,0,0,0,0,0,0,0,pengen bilang jancuk
11326,0,0,0,0,0,0,0,0,0,0,0,0,yg menghina org tua apalagi ulama ya ngga kenal agama
11327,0,1,0,0,0,0,0,0,0,0,0,0,lelaki melayu ni biasa cik cik sekalian pakai seksi dikatanya zina mata tapi bila tengok porn dikatanya lah daripada aku berzina sesungguhnya golongan ini bodoh macam tombol pintu
11328,0,0,0,0,0,0,0,0,0,0,0,0,besarnya ledakan bom hanya merusak bagian kecil belahan dunia coretan tinta pena mampu menghancurkan semuah peradaban manusia
11329,1,1,0,1,0,0,0,0,1,0,1,0, sby gak butuh dijelekin memang sudah pimpinan kaum bobrok koruptor
11330,0,0,0,0,0,0,0,0,0,0,0,0,di thailand mau menuntut ilmu dia tinggal di gereja kristen dan bantu disana selain itu sekolah juga katanya anaknya emang pinter dan udah sering bawa medali buat sekolah
11331,0,0,0,0,0,0,0,0,0,0,0,0, oo dikira sudah gak lagi tapi sekarang gak ada hadiah pulsa dari yuhu lagi ya dulu ku pernah menang lo
11332,0,0,0,0,0,0,0,0,0,0,0,0, widih nanti kamu saya pilih buat jadi presiden
11333,1,1,1,0,0,0,0,0,1,1,0,0, lah emang sekarang presiden nya prabowo tolol boleh goblok kurangi 
11334,0,0,0,0,0,0,0,0,0,0,0,0,demokrasi terpimpin guided democra ciriciri demokrasi terpimpin yaitu dominasi politik presiden dan berkembangnya pengaruh komunis dan peranan tentara abri dalam panggung politik national
11335,0,0,0,0,0,0,0,0,0,0,0,0, anakanak papua juga anak kandung ibu peiwi mereka berhak untuk diperhatikan mereka juga berhak dengan kepala tegak menatap masa depan terima kasih presiden gue pilih yang menggendong anakanak papua daripada yang digendonggendo
11336,1,1,1,0,0,0,1,0,0,1,0,0, padahal beda layout picek
11337,0,0,0,0,0,0,0,0,0,0,0,0, jawa luas masmbakomtante jabar banten jateng diy jatim saya antara jawa barat banten disini mayoritas anti pdi maksudnya jateng yg pro pdi kalau itu benar adanya bung tomo dari jatim anti asing
11338,0,1,0,0,0,0,0,0,0,0,0,0,lit as fuck silit dikentu 
11339,0,0,0,0,0,0,0,0,0,0,0,0, allah ampunilah dosaku dan hilangkanlah kepanasan hatiku dan lepaskanlah aku dari syaitan yang terkutuk
11340,0,0,0,0,0,0,0,0,0,0,0,0,info irak sadrist koalisi dgn komunis untuk menangkan pemilu di irak menutup kemungkinan dapat terjadi di negara lain khawatir
11341,1,1,1,0,0,0,0,0,1,1,0,0,di gaji pulahan sampe ratusan juta bulan yang ada bukanya nambah tapi malah kejual buat proyek pekerjanya malah tka banyak hasil bumi malah pilih untuk impo badut yg akrobat mulu
11342,0,0,0,0,0,0,0,0,0,0,0,0, mau nanya bang itu lambang telor cebong bukan 
11343,0,1,0,0,0,0,0,0,0,0,0,0, ayo ngentot ma aku
11344,1,1,1,0,0,0,0,0,1,1,0,0, siapa bilang dia ustadzpembualsinting dia
11345,1,0,0,1,1,0,0,0,0,0,1,0, mereka kira yg dibantai budha teroris rohingya itu bukan manusia
11346,1,1,1,0,0,0,0,0,1,1,0,0, hb bajingan go to hell erd u lil lil taknak mati dh tua menyusahkn org
11347,1,1,1,0,0,0,1,0,0,1,0,0,ilcprabowomenyerang ilc sukses undang orang gila karena ahok kalah ampe lupa potong kuping gila gila gila gila gila beneran 
11348,0,0,0,0,0,0,0,0,0,0,0,0,tomohoninternationalflowerfestival juga merupakan pusat pembelajaran agama kristen dan katolik ada tempat khusus untuk berdoa dan meditasi yang disebut bukit kasih sebuah tempat suci yang indah dan tenang tomohoninternationalflowerfestival
11349,1,1,0,1,0,0,0,0,1,0,1,0, paai sontoloyo tidak pernah menghargai orang lain
11350,1,1,1,0,0,0,0,0,1,1,0,0, abu gosok janda udh pa dungu lgi yg gini jdi pengingkutnya presiden malu maluiin aja jokowi aja
11351,0,0,0,0,0,0,0,0,0,0,0,0, lho qs bknnya berkisah ttg orang yahudi sp abdullah ibnu salam asad ibnu ubaid salabah yg telah masuk islam namun minta izin utk kebaktian di hari sabtu dan baca taurat di malam hari kaab bin a
11352,0,0,0,0,0,0,0,0,0,0,0,0, mama aku islam papa aku kristen aku krislam hehe kelar perkara
11353,1,1,1,0,0,0,1,0,0,1,0,0, ah serah maneh aja lot bolot
11354,0,0,0,0,0,0,0,0,0,0,0,0,klo sdh berseberangan apa aja ditentang
11355,0,0,0,0,0,0,0,0,0,0,0,0,demokrat tdk ingin buru krn kita serius ingin masuk medan perang dengan kemenangan jgn mengirim pasukan yg tdk siap mental tdk siap logistik dan tdk siap amunisi ke medan perang atur strategi yg tepat dan benar bkn emosional semata ingin peran
11356,1,0,0,1,0,1,0,0,0,0,0,1,kalo ada kuli cina nya usir segera tenaga kerja indonesia yg nganggur banyak 
11357,0,0,0,0,0,0,0,0,0,0,0,0, sontak terkejut dan mengerjap beberapa saat untungnya ia pernah belajar bahasa asing jadi ia bisa mengei ai ucapan sosok yang baru ditemuinya ini selamat malam namaku hyu
11358,0,0,0,0,0,0,0,0,0,0,0,0, di nusantara pun bukan tidak ada peperangan sama sekali antara islam dengan hindu amp budha giri terkenal dg pusaka kala munyeng berperang melawan majapahit
11359,0,0,0,0,0,0,0,0,0,0,0,0,gue mau nonton brodus cina kali ya soalnya ganteng banget ya allah ciptaanmu 
11360,0,0,0,0,0,0,0,0,0,0,0,0,dubes kwang il kekuatan budaya bangun hubungan baik indonesiakorea
11361,0,0,0,0,0,0,0,0,0,0,0,0,sejahat manapun dia jangan di hina kisah silam hidup dia jika dia seorang pendosa kamu juga seorang pendosa kerana selagi kamu bernama manusia tidak akan terlepas daripada melakukan kesilapan dan dosa akuseorangpendosa 
11362,1,1,1,0,0,0,0,0,1,1,0,0, kalo mecin jangan dijadiin cemilan mangkannya kang jadi begonya bego banget
11363,1,1,1,0,0,0,0,0,1,1,0,0, cebong tololemang kayak lucuman klontang klantung ngandalin nyebarin hoax dan fitnah baru dpt nasi bungkuskalo tolol jgn diliatin dimuka umum malu maluin bongkw
11364,1,1,0,1,0,0,0,0,1,0,1,0,ternyata paai maling gantipresiden
11365,0,0,0,0,0,0,0,0,0,0,0,0, setahu saya sejak zaman soegija sudah ada konsep katolik indonesia 
11366,0,1,0,0,0,0,0,0,0,0,0,0, sompret anjir nasib sama sama buruk gitu ngakak bangsul
11368,1,1,1,0,0,0,1,0,0,1,0,0,sasaeng sasaeng your eyes picek a
11369,1,0,1,0,0,0,0,0,1,1,0,0,bener omapa memang maunya otoriter pak 
11370,0,0,0,0,0,0,0,0,0,0,0,0, kemarin bersama bapak presiden meninjau bandara keajati bijb di jawa barat yg insyaallah akan dilakukan soft opening pd bulan mei ini bandara ini akan melayani penerbangan domestik internasional dan angkutan haji
11371,0,0,0,0,0,0,0,0,0,0,0,0, nanti orang hindu marah
11372,1,1,0,1,1,0,0,0,0,0,1,0, jawabannya adlh karena pasukan onta dengan pemimpin brengsek yg kini buron mereka sama menikmati hasilnya bahagia menikmati uang haram karena mereka satu keyakinan
11373,0,0,0,0,0,0,0,0,0,0,0,0, lebuk can bai mai taauhishh maka can sejak zaman sekolah dating butah beraan gk udik
11374,0,0,0,0,0,0,0,0,0,0,0,0,allah mengancam orangorang munafik lakilaki dan perempuan dan orangorang kafir dengan neraka jahannam mereka kekal di dalamnya 
11375,0,1,0,0,0,0,0,0,0,0,0,0,hamdalah kelar juga ini fitur keparat
11376,0,0,0,0,0,0,0,0,0,0,0,0, peniaga kaum india peratus akan memilih pemimpin yang akan menjaga perkembangan ekonomi negara kalau politik bagus ekonomi negara juga akan bagus 
11377,0,0,0,0,0,0,0,0,0,0,0,0, lagunya bagus mvnya juga ga abal walaupun yua sbg sponsor screentimenya beuh tapi bagus kok dia yg b
11378,1,1,1,0,0,0,0,0,1,1,0,0, ahok btp basuki tai babi
11379,0,0,0,0,0,0,0,0,0,0,0,0, nggak wajarnya karena di shoot polisi sudah benar dengan kehatiannya cb kl dia benar bawa bom gmn cm lihat diatas aparat kelihatan teeror mungkin ada cara yg lebih elegan
11380,1,0,0,1,0,0,0,0,1,0,0,1,besok dia minta bubarkan tni 
11381,0,0,0,0,0,0,0,0,0,0,0,0,di ktp saya katolik saya pun pergi ke gereja karena tata cara agama di ktp saya sepei itu tapi saya pernah ke masjid dan pernah juga ke wihara atau dalam bahasa sansekea yaitu vihara bukan sekedar berkunjung disana saya pun melantunkan doa
11382,0,0,0,0,0,0,0,0,0,0,0,0,bukan hanya kursi ri kursi calon wakil presiden juga ramai diperebutkan jangan lewatkan perbincangannya di siasat berebut istana live di pukul wib
11383,0,0,0,0,0,0,0,0,0,0,0,0,jatim anti berita hoax pilkada aman dan damai
11384,1,1,0,1,0,0,0,0,1,0,1,0,bong cebong kapan kalian bisa pinter hadehhh
11385,1,1,1,0,0,0,0,0,1,1,0,0, kenapa lo emosi pea dasar cebong 
11386,0,0,0,0,0,0,0,0,0,0,0,0, bukan begitu komunisme itu faham fasisme semua negara komunis itu berpotensi menjadi bangsa fasis sepei cina sekarang atau uni sovyet dulu yang mana bangsabangsa non rusia non slavia tepatnya banyak yang dbunuh
11387,0,0,0,0,0,0,0,0,0,0,0,0,mungkin awalnya karena gua alay gua galau di tweet terus ini anak ngejb taunya gua cerita di dm sama dia
11388,1,0,1,0,1,0,0,0,0,1,0,0, nanti ada rezim indonesia islam rezim amerika kristen ujungujungnya islam vs budha vs kristen vs hindu senang kah anda
11389,0,0,0,0,0,0,0,0,0,0,0,0, trus kalo sdh rasa jijik elu bisa masuk surga 
11390,1,1,1,0,0,0,0,0,1,1,0,0, wishnya ke lu semua tai
11391,0,0,0,0,0,0,0,0,0,0,0,0,satpol pp dan satlinmas harus meningkatkan kesiapsiagaan keterlibatannya memberikan dukungan kelancaran pelaksanaan pilkada 
11392,1,1,1,0,0,0,0,0,1,1,0,0, palsunya keliatan bangetdasar cebong noraaa
11393,1,1,1,0,0,0,0,0,1,1,0,0, heh bajingan ngapain lo kloning akun gue bangsat
11395,1,0,0,1,0,0,0,0,1,0,0,1, bubarkan aja dpr kerjanya santai ngantuk ngapain digaji wakilwakil rakyat yg gak becus menyusahkan rakyat aja
11396,1,0,1,0,0,0,0,0,1,1,0,0,kritik prabowo pada pemerintahan jokowi itu tak produktif lebih banyak blunder dan tak mendapat simpati dukungan
11397,0,0,0,0,0,0,0,0,0,0,0,0,survei median persen ganti presiden dan persen jokowi periode
11398,0,0,0,0,0,0,0,0,0,0,0,0, cukup sudah umat islam manjadi objek penderita dinegeri ini hanya dimanfaatkan suaranya saat pemilihan saatnya buka matapikiran dan hati mari pilih wakil rakyat dan pemerintah daerah dan presiden yg mengei dan peduli dgn syariat islam 
11399,1,0,1,0,0,0,0,0,1,1,0,0,tolong dong orangorang istana ingatin pak jokowi bentar lagi mau pemilu pak jokowi harus packing segera prabowo udah siapsiap tahun lalu
11400,1,0,1,0,0,0,0,0,1,1,0,0, prabowo lagi siapa keberanian maklum tong kosong nyaring bunyinya
11401,1,0,1,0,0,0,0,0,1,1,0,0,si penebar kebencian sara itu sering ikut kampanye anissandi ya ya ya gakhabispikir
11402,0,0,0,0,0,0,0,0,0,0,0,0,gagal fokus karna takut sama kaos
11403,1,0,1,0,0,0,0,0,1,1,0,0,tapi karena tahtah anda jadi pikun pak prabowo
11404,0,0,0,0,0,0,0,0,0,0,0,0,agenda budaya april 
11405,0,1,0,0,0,0,0,0,0,0,0,0, ssssttidak perlu ribuuut bikin budek lihat saja nanti tahun siapa yang akan di ridhoi oleh allah swt untuk memimpin kembali negara kita yang tercinta ini titik
11406,1,0,0,1,0,0,0,0,1,0,0,1,bubarkan kpk kpk merusak nalar demokrasi 
11407,1,0,0,1,0,1,0,0,0,0,1,0, bukti apadengan masuknya investor cina dan buruh cina ke indonesia apa itu kurg bukti
11408,1,0,1,0,0,0,0,0,1,0,0,1,aku setuju sekali langkah selanjutnya lengserkan jokowihaha
11409,1,0,1,0,1,0,0,0,0,1,0,0, waakaakaak ni orang pasti pendukung yahudi jangan jangan dipikiran dia yg ada negara israel waakaakaak
11410,0,0,0,0,0,0,0,0,0,0,0,0, ada pengaruh komunisme di situ eks komunis ya komitmen rendah
11411,0,0,0,0,0,0,0,0,0,0,0,0,ngapa jadi asing sama isi tl sini padahal isinya cuma mutuals yang biasanya
11412,1,0,1,0,0,0,0,0,1,0,0,1,bagus itu reklamasi gagal atau batal jangankan ahok jokowi pun pasti kami lengserkan enak
11413,1,0,1,0,0,0,0,0,1,1,0,0, keris kok di letakkan di depan ngajak perang siapa hatihati bntr lg dipecat sama 
11414,1,1,1,0,0,0,0,0,1,1,0,0, data kecurangannya dimana bro klik linknya donk biar pada tau kalau jkw curangklo terbukti curang mestinya dulu prabocor menang dlm sidang gugatan brolha saksi aja dagelan pada umbar lucuan kok dibilang curangbner kata fahri
11415,0,0,0,0,0,0,0,0,0,0,0,0, edannnn juga vatikan diblokir situs umat katholik 
11416,1,1,1,0,0,0,0,1,0,1,0,0, malu ma namapeci tu dsr pecun
11417,0,0,0,0,0,0,0,0,0,0,0,0,tulisan gombal hoax sepei yg dibuat professor marcus mietzner membanjiri media internasional terutama di australia hongkong spore eropa dan as santamaria erat sekali hubungannya dengan csis dan kasebul kelompok katolik ultrakanan di i
11418,1,1,1,0,0,0,0,0,1,1,0,0, mana suaranya cebong kolam dunkdunkdunk 
11419,1,0,0,1,0,0,0,0,1,0,1,0, bisa aja nih gerindra bikin jebakan batman knp ga prabowo aja yg suruh nobar film gs
11420,0,0,0,0,0,0,0,0,0,0,0,0, telor burung onta nonton orang makan itu gede bgt gils
11421,1,0,0,1,0,1,0,0,0,0,1,0, waspada disemua lini sudah banyak penyusup kader pki n antek china komunis
11422,0,0,0,0,0,0,0,0,0,0,0,0, lo itu sama kaya temen lo si johny kadut yg suka ngambil gambar buat nyinyir tanpa tau itu dari mana dan kenapa kebiasaan kunyah hoax
11423,1,1,0,1,0,1,0,0,0,0,0,1,kalau stigma pki komunis kafir munafiq dan babi boleh dilanjutkan ya bpk dpr bhkn blh tuh teriak gantung bunuh n usir wni etnis cina
11424,1,1,1,0,0,0,0,1,0,1,0,0, omongan mu rusakdasar kontol
11425,0,0,0,0,0,0,0,0,0,0,0,0, astaghfirullah ingak elok la tu tuduh orang kafir
11426,1,1,0,1,0,0,0,0,1,0,1,0, yang kuat makan isyu sara justru gerindra yang tidak sanggup menerima kenyataan kalau isu sara hilang karena gerindra lah pencipta sekaligus pemamah isu sara politik bejat
11427,0,0,0,0,0,0,0,0,0,0,0,0, lu gak bakal tau juga susih actress china namanya mingmukedaisi kuerban bingung kan lu 
11428,1,0,0,1,0,1,0,0,0,0,1,0,pdip komunis
11429,0,0,0,0,0,0,0,0,0,0,0,0, betul sekali adem lihatnya apa lagi gubernur dan wagubnya kerjanya nyata dan dihargai negara lain
11430,0,0,0,0,0,0,0,0,0,0,0,0,jauhi manuver yg membuat kita terpecah
11431,0,0,0,0,0,0,0,0,0,0,0,0,kadang teringin nak jadi chani tengok cara tae layan dia jeles wuu 
11432,0,0,0,0,0,0,0,0,0,0,0,0,masya allah bupati ini ikut orasi dalam demo sukmawati rela dipecat dari jabatannya saya siap dipecat karna membela agama islam apabila agama islam dilecehkan kata bupati labuhanbatu dihadapan ribuan umat islam yg menggelar aksi bela islam 
11433,1,1,0,1,0,0,0,0,1,0,1,0, ya jelas lah om mereka cm gede cocot doank begitulah kualitas mereka
11434,1,1,1,0,0,0,0,0,1,1,0,0, udah dungu belagak sok pintep tetap aja dungu nya keliatan
11435,1,0,0,1,0,0,0,0,1,0,0,1, bubarkan pansus bubarkan dpr
11436,0,0,0,0,0,0,0,0,0,0,0,0, sama sepei isu antiislam dan antek asing yang ditujukan oleh siapa ya ke pak jokowi dong ya min 
11437,0,0,0,0,0,0,0,0,0,0,0,0,alfatihahaamiin
11438,0,0,0,0,0,0,0,0,0,0,0,0,segenap warga kel pocanan tolak berita hoax dan sukseskan pilkada damai di wilayah kota kediri
11439,0,1,0,0,0,0,0,0,0,0,0,0,sumpah goblok bgt alamatnya belum gue ganti kampang
11440,0,0,0,0,0,0,0,0,0,0,0,0, makanya ada gereja kristen jawa gereja kristen maluku dlldalam keberagamanajarannya tetap satu yesus sebagai juruselamat lainnya cuma gimmick aja malah seru kalau lg ada pekan budaya di gereja dan kt nyanyi lagu ibadah dalam berbagai baha
11441,1,0,0,1,0,1,0,0,0,0,1,0,kita lawan pks konsisten melawan investasi cina meskipun grup lippo donatur anies sandi yang buat meikaa pks teta
11442,1,1,0,1,0,0,0,0,1,0,1,0, saran yg tidak sma bodoh dan tolol
11443,0,0,0,0,0,0,0,0,0,0,0,0, kafir itu pengucapan intetnal umat muslim kepada non muslim dan domba tetsesat adalah pengucapan internal umat kristen kepada non kristen jadi sama radikal
11444,1,1,0,1,0,0,0,0,1,0,1,0, betul beban hidup meningkat dirasakan oleh bani sumbu pendek yg biasa treak kopar kapir mrk kekurangan job demo krn udh ga laku
11445,0,0,0,0,0,0,0,0,0,0,0,0,pemerintah israel adalah golongan yahudi radikal berbeda dengan rakyatnya sebagian menginginkan perdamaian
11446,1,0,1,0,0,0,0,0,1,1,0,0, bapaknya prabowo itu sebagai penggagas supaya indonesia berhutang iya soemitro
11447,0,1,0,0,0,0,0,0,0,0,0,0,karena cinta hasil menikung adalah terkutuk
11449,0,0,0,0,0,0,0,0,0,0,0,0, kitab suci bukan hnya islam yg punya tp smua umat beragama u punya agama gk 
11450,0,0,0,0,0,0,0,0,0,0,0,0, biarlah pak gubernur dki itu slsaikan dulu tugasnya supaya full nampak hsl krj krs belio slm thn thn gak lama sabar slsaikan dl jabatan yg sdh di amanahkan olh rakyat dg susah payah pak anies msh muda jln msh pnjg insya
11451,1,1,1,0,1,0,0,0,0,1,0,0,ulama purwakaa sebut bupati dedi mulyadi raja syirik
11452,0,0,0,0,0,0,0,0,0,0,0,0, insya allahganjar pranowo dgn ridho allah swt amp warga jatengprediksi ganjar tetap gubernur jateng 
11453,0,0,0,0,0,0,0,0,0,0,0,0, bangkitkan ekonomi umat fiksi atau realita faktanya peumbuhan ekonomi nusa tenggara barat ntb minus amanah amp kewenangan sbg gubernur tidak dimanfaatkan merevolusi daerahnya dari ketergantungan eksploitasi sda 
11454,1,1,1,0,0,0,0,0,1,1,0,0,openbosurabaya online aja kau tipu bangsat kai
11455,0,0,0,0,0,0,0,0,0,0,0,0,khofifah merupakan menteri berprestasi kabinet kerja presiden jokowi baguss barisangussholah
11456,0,0,0,0,0,0,0,0,0,0,0,0, ora jlasbari jdi gubernur udh smaunya gemana jdi presiden
11457,0,0,0,0,0,0,0,0,0,0,0,0, setabak yahudi dol kena boikot
11458,0,0,0,0,0,0,0,0,0,0,0,0,tidak dicintaimu adalah sesuatu yang baru yang membuatku merasa asing diantara segala hati yang membuka pintunya padaku
11459,0,0,0,0,0,0,0,0,0,0,0,0,kedatangan pasangan hasanah ini untuk meminta doa restu untuk berlaga pada kontestasi pemilihan gubernur jabar 
11460,0,0,0,0,0,0,0,0,0,0,0,0, jgn risau server yg pki ssd heavy usage pun ada around more than a year before ssd tu worn out itu jangka masa dia lah kalau laptop biasa aku jangkakan lebih dari dua tahun korang boleh pakai tu pun kalau takde pape tindakan bo
11461,1,1,1,0,0,0,1,0,0,1,0,0,idiotnggak punya kompetensi bicara ttg kanker 
11462,0,0,0,0,0,0,0,0,0,0,0,0, beliau warga katolik di sana mas kirim nomornya ya
11463,1,0,0,1,1,0,0,0,0,0,1,0, pak penjelasan berikut untuk mendorong anda mau mengklarifikasi kebenaran nabi islam
11464,0,0,0,0,0,0,0,0,0,0,0,0, syiah dimusuhi yahudi didekati
11465,0,0,0,0,0,0,0,0,0,0,0,0, bagaimana perasaan ibu yg kedua anaknya meninggal krn bom
11466,1,0,1,0,0,0,0,0,1,1,0,0, insya allah ga ktipu ma tampang ga kayak jokowi
11467,0,1,0,0,0,0,0,0,0,0,0,0,brengsek lagunya mantaaapppp 
11468,0,0,0,0,0,0,0,0,0,0,0,0,sifat budaya universal stabil amp dinamis berubahubah membantu manusia dalam memenuhi kebutuhan diperoleh melalui proses belajar
11469,0,0,0,0,0,0,0,0,0,0,0,0,ridwan kamil kembangkan satu pesantren satu perusahaan rindujabarjuara rindujabarjuara jabarjuara rindujabarjuaranomor pilgubjabar ridwankamil
11470,0,0,0,0,0,0,0,0,0,0,0,0, mulai deh buzer asing plus akun pengkhianat bangsa bergerak ingin menciptakan situasi tdk kondusif aparat yg berwenang memantau gerakanakun tsb
11471,0,0,0,0,0,0,0,0,0,0,0,0,beda faham impor garam mendag eka mau impor amp menkelautan fadel tdk mau impor kemenko ekonomi survey ke jatim jateng jabar tim dari es ii dir impor kemendag kemen kelautan kemen industri amp sy ketua tim karo data setwantimpres hslnya
11472,1,1,1,0,0,0,0,0,1,1,0,0, apa babi
11473,0,0,0,0,0,0,0,0,0,0,0,0, emang kunti bau menyan ya
11474,0,0,0,0,0,0,0,0,0,0,0,0,arema fc menyadari beratnya tekanan bermain di kandang persebaya surabaya oleh karena itu singo edan benarbenar mempersiapkan mental para pemainnya
11475,1,1,1,0,0,0,0,0,1,1,0,0, aku kira park woojin anaknya kalem kalem cool gitu taunya kaya eek
11476,0,0,0,0,0,0,0,0,0,0,0,0, mana mau maen di cina hehehe
11477,1,0,1,0,0,0,0,0,1,1,0,0, saya tetap ingin gantipresiden balikinkesolo
11478,0,0,0,0,0,0,0,0,0,0,0,0,peemuan presiden jokowi dan ulama jawa barat 
11479,0,0,0,0,0,0,0,0,0,0,0,0,nanya aja ke 
11480,0,1,0,0,0,0,0,0,0,0,0,0,ngeri dah sekaligus salut ama anak muda yg bahasanya soal akhirat mulu lu yakin ga bakal nyesel buat rasain gimana serunya jadi youth brengsek bodoh dan tolol
11481,0,1,0,0,0,0,0,0,0,0,0,0,wah edan itu fotosyut
11482,1,1,1,0,0,0,0,0,1,1,0,0, iya bener makanan aja di videoin lu kemana bangsad jijik kalo makanannya doang bisa bikin lapar lah mulutnya yg di videoin eww 
11483,0,0,0,0,0,0,0,0,0,0,0,0,gubernur rasa presiden aniespresiden
11484,0,0,0,0,0,0,0,0,0,0,0,0,kata dalam pendapat bisa macam ainya ulama a tafsirnya ini ulama b tafsirnya itu makanya gue nanya ke banyak orang yg gue anggap paham guru ngaji temen gue juga gue tanyain cuma karena ada banyak tafsir jangan ambil yg enaknya aja yes in
11485,1,1,1,0,0,1,0,0,0,1,0,0, dan siapapun yg pro pemerintah lngsg dicap kafirkomunis dan pro asing matanya rie
11486,0,1,0,0,0,0,0,0,0,0,0,0, anjing emang jancuk
11487,0,0,0,0,0,0,0,0,0,0,0,0,dalam praktek pannage peternak memberikan satu atau dua ekor babi sebagai bayaran untuk tuan tanah dyk
11488,1,0,0,1,1,0,0,0,0,0,1,0,siapsiap antek asing aseng komunis kapitalis liberalis atheis wahyudi
11489,0,0,0,0,0,0,0,0,0,0,0,0,dulu kita selalu mengucap kata sayang di penghujung malam kini tak lebih dari dua orang asing yg terkadang diamdiam merindukan masa lalu
11490,1,1,1,0,0,0,0,0,1,1,0,0, sungguh cerdas dan brillian congor ni menteri
11491,1,0,1,0,0,0,0,0,1,1,0,0, sebisa mungkin pembangunan pulau c dan d dilanjutkan djarot sebelum oktober nanti aniessandi kuasai balai kota
11492,0,0,0,0,0,0,0,0,0,0,0,0,inget temen gue ke tmii dulu terus banyak yang teriak teriak kira dia ada penculikan pas di deketin banyak cowok ganteng tapi sipit sipit itu adalah kw
